review_id,user_id,business_id,name,postal_code,latitude,longitude,review_count,date,year,month,season,stars,text
IYLLlWeBqvhSdamWNaXY9A,kr_bKsuM8hoAva410SNQsQ,KC4Eo1S3AMA2qk8ULiLEkg,Bridgestone Arena,37203,36.1591434847,-86.7785167696,232,2016-11-12 08:44:06,2016,11,Winter,5.0,"I'm really impressed with Bridgestone Arena and I like it a lot more than the YUM! Center that's here in Louisville. It's a huge venue with tons of options for beer, liquor, food and vendor souvenir shops. I came here to see the one and only Stevie Nicks, we didn't have floor seats because they were too expensive, but the seats we did have were close enough that we could see, get good pics and good video as well. 

The sound inside of the arena was loud and the acoustics were amazing. It was the escape from real life that I craved and not only did I lose my cherry to seeing one of my idols that night, but also my voice screaming (just ask Scott XD). 

The food smelled great, but we knew better than to get food at an arena because of the up sell on it, instead we had a few drinks. Honestly the beer prices weren't bad, I spent too much money, but for a 16oz craft beer from draft it was $11 and for a 25oz domestic canned beer it was also $11. All the bartenders were very knowledgeable about the products and spirits. Scott didn't think that his cocktails were worth it because we like ours strong, though. At $20 for a double is about the average for any sort of concert venue. The whole staff was extremely friendly and helpful in whatever questions we had when getting drinks, walking around or getting back to our seats. 

One of the major pluses to Bridgestone Arena is that they have a section for smokers & people who just want some fresh air to go outside and be able to re-enter at. This was excellent because between The Pretenders and Stevie Nicks there was about a 20 minute intermission that would have just been boring to sit through, so we were able to get a drink each and enjoy a cancer stick outside. 

Overall I would LOVE to see another one of my idols at Bridgestone Arena again, and soon because we weren't able to explore Nashville too much due to the next day being election day (gotta do my civic duty!), but I'm all. The. Way. Down. I'm blown away (tire pun intended) by this arena and you will be too!"
Qsag0yhij4-Api9wVNnq7A,uknXEeWJ2Uo9NFyfzglDYQ,1Rk5z7X6hi0l6YSQ-5NVEA,Marathon Music Works,37203,36.164156,-86.797431,100,2018-02-03 06:35:03,2018,2,Winter,3.0,"We arrived before doors opened for a show and the venue bar had BOGO draft beers which was awesome. They have quick bar service and a taco stand inside in case you need a bite to eat. We went to a pretty chill show but a small group of people decided this was a punk/mosh pit kind of show. They were moshing around, throwing beer on people, falling down, etc. Security was nowhere to be found. I tried talking to security and they were not interested in hearing from patrons.  Pretty disappointing after we traveled 3 hours to attend. Aside from the vibe, the sound, service, and bars were good."
SjfQcx6E6X7qb3EybQN8Dg,6slQBuIoNNqDEzeSh5xBtw,kjhIbW8NKRvXmLDwz7lzhw,Margaritaville - Nashville,37201,36.16138,-86.777197,580,2014-08-13 01:46:07,2014,8,Summer,4.0,"First time here, was pretty pleased. We had a group of 7, but didn't have to wait long for a table, staff very friendly. I got a chicken Caesar salad that was delicious, and more than enough! I went with our waiters suggestion of some Margherita w/o sour mix and some citrus flavor...it wasn't all that great, could've stuck with a regular and been happy. Also, two of our party's food came out late, so they comped their orders! Very accommodating and not many complaints for a chain restaurant."
qYKAcPJGCjsdFO3evzr0ag,YMyys-_m-us5rhnfaS90Tw,kjhIbW8NKRvXmLDwz7lzhw,Margaritaville - Nashville,37201,36.16138,-86.777197,580,2013-05-14 17:33:24,2013,5,Summer,2.0,"We ate here on Mother's Day. (Party of 5 plus one munchkin) The restaurant was not busy by any means however our food took approx. an HOUR to arrive at our table after placing our orders. Other patrons dined and exited as we waited for our meals.  When our food finally arrived it did not include my meal. My family graciously waited until I received my food (Cuban sandwich which was very tasty, btw) before they ate and by then all of their meals were cold. Our waiter was very apologetic and swore up and down that he turned in my order with the others and blamed it on the kitchen. My sandwich ended up being comped which I felt was fair. However I was really worried about the fact that we had parked in a pay by the hour parking lot since we waited so long for our food to arrive. When we were finished with our meal we headed to the parking lot only t o find a $40.00 parking ticket. I returned to the restaurant and asked the manager if he would be so kind as to help me out with it since we had waited exceedingly long for our meals. He said there was nothing he could do and compared it to me expecting him to pay for a speeding ticket?! Thank you Margaritaville Nashville for making my Mother's Day one to remember."
0aT-S8vdG7GMxCOsT7g5wA,aFgqTyCSI8h7lFCYpxpriw,BWPokhrYnWdfxdaUaM6l9Q,Nashville Symphony,37201,36.1599355658,-86.7759658783,107,2015-12-07 01:26:54,2015,12,Winter,5.0,"My boyfriend and I did date night at the symphony last night. It was a wonderful experience. We sat in the Founders Circle and had a great view of the symphony and the movie screen [Home Alone]. The Symphony orchestra and chorus were amazing and the building is beautiful. 

The staff, ushers, and volunteers were all very friendly and helpful. 

There were several bars throughout the venue and the prices weren't too extreme and were affordable. 

It was wonderful that there is a variety of opportunities in which all can experience the symphony and is a highly recommended venue."
u_ze5JWW6sL_Hhi8pmYMfw,Sp9etOpTTIDWKIYYRRNG3A,KC4Eo1S3AMA2qk8ULiLEkg,Bridgestone Arena,37203,36.1591434847,-86.7785167696,232,2017-12-05 19:56:39,2017,12,Winter,5.0,"The Bridgestone Arena is where the Preds play, big name concerts are held and I'm sure the occasional Monster Truck rally. But the review is really about the fans rated number one by ESPN. While I am not sure of the formula the ""mother ship"" used, I'm pretty sure they got it right.
Everyone seems to be dressed in team colors, the anthem is often sung by some recording star, a veteran is recognized for their service all before the puck drops.
The fans taunt the opposing goalie with a verse that questions his ability. Loud music is played when the Preds need a lift. Live bands play between periods. It must all work as they often have the best home record in hockey."
izRLZYUJHSTIL0YpW8MnxQ,ISirqOjZ0HRaKJqbIuhGRQ,1Rk5z7X6hi0l6YSQ-5NVEA,Marathon Music Works,37203,36.164156,-86.797431,100,2015-05-14 19:15:22,2015,5,Summer,3.0,"This is very laid back, relaxed and fun spot for a Nashville show. The sound quality isn't the very best, and it can be down right bad depending on where you're standing. And it's all standing, which is sometimes tough for this old broad. I love the new little attached bar though - great place to relax, chat, and yes I'm old, sit before a show. Good prices and I like the mobile ticketing through ticketfly."
Cw1x28CuNa8fWiE7YSu4vA,QEmGH7moR3npbRBnvx2Bog,dYYkzkiAQoOtRjdR0kcspw,Tennessee Brew Works,37203,36.1504112236,-86.7759260162,421,2016-02-14 20:43:50,2016,2,Winter,5.0,"My husband and I went here on a whim after brunch for Valentine's Day. We had the beer and chocolate pairing flight- it was oh so good! My husband LOVED their IPA and Extra Easy, I enjoyed their Southern Witt. The people working their were very nice and helpful. I would recommend this place for a first date or date night out, regardless of age!"
b0WSOkfCncRpTRv-myY2gw,kIBYVjF-aNCnftELu7-fPw,6p07zfmJWvytr0paqpyvbg,Layla's Honky Tonk,37203,36.1609157,-86.7781032,194,2015-05-02 00:55:41,2015,5,Summer,4.0,"Layla's is one cool dive bar with kickass live music. It's two stories, and the second floor has a great view of the stage but if you want the music to kiss your face than sit up front. Service was great too as both the bartender (who sang a song with the band) and the wait staff made sure your drinks were always full. There's plenty of options around the vicinity but Layla's knows how to take care of its patrons."
PJJ0HyMD3Vy8qKBx4djcMA,KWup3e5eMjHp7Gy6Ybk57Q,kjhIbW8NKRvXmLDwz7lzhw,Margaritaville - Nashville,37201,36.16138,-86.777197,580,2015-08-31 21:58:39,2015,8,Summer,5.0,"In typical Margaritaville fashion,  this place won't let you down. Food is delicious and our bartender,  Noelle is a sweetheart and was a great Nashville ambassador to tourists like us."
ngYzCc4RNxL2A9tN1fB8NA,-FtiZ-vLHEPGCCPPPEEXeQ,dYYkzkiAQoOtRjdR0kcspw,Tennessee Brew Works,37203,36.1504112236,-86.7759260162,421,2016-02-15 03:09:51,2016,2,Winter,3.0,"As breweries go, this place is well set up. Great porch and a nice interior with views of the brewing area.  The music is good to listen to in some spots, but in others (like parts of the upstairs) the sound can get a little distorted. 

Beers are passable and there's generally a decent selection.  They're not going to win any major awards but by Nashville standards they at least brew clean beers.  Thankfully they don't offer a bakers dozen of ""IPAs"" and have some imagination when it comes to their recipes.  That said, I'd stick to their more hoppy beers and maybe their dark beers. Their more lightly hopped beers are their most drab, and I suspect the pressurized mash filter system they use is primarily to blame--it literally wrings out all the sugars from the grain thereby allowing them to use less grain per batch of beer (so malt *flavor* is lacking). 

So 4.0 stars for the brewery venue, 3.0 stars for their beers.."
2UGGp2Bgcu_Qt4nOTf5EoQ,tB1aXtaEurVqmlzeCwIKPw,RJPRi1pwocHNZr9ISz_P-A,National Underground,37201,36.1617952,-86.7744663,126,2013-01-07 05:01:32,2013,1,Winter,3.0,"Expected a larger burger for $11. Seasoned very well. Staff was friendly. I ordered a Sex on the Beach and the bartender faked her way through. Pretended she knew how to make one but it was no where close. LOL! Still good, but a totally different drink from what I ordered. Back to the burger...tasty, but not an $11 burger."
w_grNp7tO0I6b2vyyj0ASw,i1MbMKdN_UkZPusB5i63QA,dYYkzkiAQoOtRjdR0kcspw,Tennessee Brew Works,37203,36.1504112236,-86.7759260162,421,2015-06-11 03:05:19,2015,6,Summer,4.0,"I absolutely love stopping in here for a quick drink and socializing with friends and family. A friend kept mentioning events hosted here and I first visited with family from out of town. The layout is friendly for group outtings. The brewery floor is appealing with areas for guest to view the process without a formal tour. I have become hooked on there Kombucha. As a beer lover it's weird to say that I truly get excited about this place for their Kombucha, it's such a niche in Nashville. They're the only brewery that offers an alternative non-alcoholic beverage adding to the appeal. 
I have yet to try the menu but it's intriguing and unique. Offering a wide array and providing beer lovers a reason to stick around. I could see this as a great date spot for beer and food enthusiasts like me."
OGtW2tA8UqKEBoOLmqB0qg,cHQX-NYnY9pD34nrTdljKg,1Rk5z7X6hi0l6YSQ-5NVEA,Marathon Music Works,37203,36.164156,-86.797431,100,2015-05-31 05:24:16,2015,5,Summer,4.0,"I've been here twice, it is much bigger than I expected. It wasn't too crowded when I went. I will go back if there is a show I want to see."
Z5-Ady9ymScfLqQJlj45AA,LtHPAg_Kem7nRpqUtKDaqw,Sh5x88Ty9NGgMvLoIKxAiQ,Ole Red,37201,36.1617128,-86.7763333,629,2018-08-07 00:31:34,2018,8,Summer,3.0,"Not bad but not great. We arrived around 6 and went to the roof top. We were wanting a table outside and the waitress was pretty rude about letting us know where we could not sit. Funny thing is that when we left an hour later it was still empty. Not a great start Blake. Let's break it down:

Atmosphere 3 stars - nothing special about the interior or rooftop. The downstairs area has a nice stage but the entire restaurant has a commercial feel to it. I considered it average for Broadway. 

Service 4 Stars - our waitress was very pleasant. She was helpful and attentive. No issue here. 

Food 4 stars - it's bar food but pretty darn good. I consider it above average. I had the trio sliders. The pork was very tasty, the bologna sandwich (yes they still make these) a we really good and clever. Lastly, the hamburger was solid. My wife had the pimento cheese wrapped in mozzarella. Really well done. 

Value 3 Stars - for basically two appetizers and four beers we left with a $60 bill. Alittle high for what you get but considering it is in the heart of broadway, probably pretty typical. 

All in all, it was ok. I would give it 3.5 but yelp won't allow me to do that. It's definitely slightly above average and I would come back."
8vGKdztslIl3sBgu4BZggA,yoAkD9vESRXHV1yh4MiqFw,kjhIbW8NKRvXmLDwz7lzhw,Margaritaville - Nashville,37201,36.16138,-86.777197,580,2018-05-11 19:14:04,2018,5,Summer,5.0,So yummy! Great atmosphere. Valerie was the best! So helpful and attentive. Made the experience so much better!!!
0laTeU4QBMOX8E7nSuyLNA,v2nk8Yzdmku9SdpQdNmSlQ,PfKuhGC46pQjnKgQnts-mA,The Night Owl,37211,36.082922,-86.7228315,15,2017-05-03 18:37:57,2017,5,Summer,5.0,"Surprise of the year! Big time diamond in the rough. Had the special meatball sub and fries with their special sauce, then we played ping pong and drank. Great time, music was loud bring ear plugs. Employees super cool"
VcM_lKjJUkD0seohQhifqQ,1W3L6SnbK7EXg1wIRBucBQ,6p07zfmJWvytr0paqpyvbg,Layla's Honky Tonk,37203,36.1609157,-86.7781032,194,2014-11-17 19:31:34,2014,11,Winter,5.0,"I assume this is a classic honky-tonk dive. I chose this place because the sign out front said ""Nashville Hillbilly Music"". The music was great - solid musicians, pretty broad repertoire for requests, and the sound was great. even from way in the back we had an okay view."
e-QEah4I9wcgh0ha9mQxdg,DXEhGMDr1eCgFQzEs5HTIw,kjhIbW8NKRvXmLDwz7lzhw,Margaritaville - Nashville,37201,36.16138,-86.777197,580,2014-05-29 17:09:50,2014,5,Summer,4.0,"There was a 45 min wait when we got there, but we were seated quicker than that. My first margarita was say too sour and not good at all, which is disappointing considering it was Margaritaville. The 2nd margarita, a more expensive one, was better. The food was good and I love the atmosphere. Our waitress was very nice and friendly. I'd go again."
6oYqWFUZjOcscVGWMALE8A,E1M0f8HG74S-rcdOrpo6jA,kjhIbW8NKRvXmLDwz7lzhw,Margaritaville - Nashville,37201,36.16138,-86.777197,580,2018-05-11 19:17:34,2018,5,Summer,5.0,"Had a great time with my group at Margaritaville! Fun for everyone - drinks and food to serve all tastes and ages. Thank you so much Valerie for your amazing service and tips. Yum! 

Edit: 
We were told they let lunch goers into the Friday show but this is not true. Just a heads up before you plan to dine before the show... better to just wait in line and dine upstairs at 2 when they open it up"
fg5ed9khWhn03Oyz7Ew6lg,ah7nfRL3ZVZ-DWQ-MpsY8A,9XkgYvXhYibe85V6mNE_TQ,Winners Bar and Grill Nashville,37203,36.1495917,-86.7968607,102,2017-07-30 03:47:31,2017,7,Summer,3.0,"Not a half bad neighborhood bar. The patio was pretty nice, drinks were just alright though. Tables were hard to come by."
S_ysQ6qGQt2g0ZdtBpY_9g,KcLM-IoqxbuCnO3x3YXR-Q,ZhSFkJjDeD08F88F84fcOA,UV Nightclub,37201,36.162852,-86.7756968,5,2013-08-18 07:35:59,2013,8,Summer,1.0,Terrible. Do not go here. $10 cover to see a bunch of ghetto thugs show each other their guns. The 10 cops always outside is your first clue.  If all you want to do is dance and have a few drinks-there are plenty of other cool places on broadway.
zupPP1noJRYPibS7MImvPw,4dCJruxdcTBFOrjjQ1HLLw,kjhIbW8NKRvXmLDwz7lzhw,Margaritaville - Nashville,37201,36.16138,-86.777197,580,2017-08-11 15:17:55,2017,8,Summer,4.0,"Family friendly place on Broadway.  Those traveling with people under 21 will know that it can be difficult to find a place to eat in the downtown Broadway area, especially the later it gets.  While we would have preferred a local non-chain restaurant, we opted for Margaritaville and had a good experience.  The place was crowded, but the wait wasn't too long and there was a pretty good live band playing, which added to the Nashville atmosphere we were hoping for.  The food was decent and service was good.  The server accommodated our vegetarians and made sure their orders were adjusted to accommodate their needs."
-AYCLSFrP0vN7aa3DPf6WA,x4H1e0m7rLQfuEhmolxQnw,Sh5x88Ty9NGgMvLoIKxAiQ,Ole Red,37201,36.1617128,-86.7763333,629,2018-05-31 03:30:29,2018,5,Summer,3.0,"Enjoyable atmosphere, good music/musicians, & a super sweet waitress made this place enjoyable. I was really hoping I would love this place but the menu is limited and our food wasn't great. We got the fried pickles as an appetizer and the Nashville Hot Chicken & biscuit with Fries and tator-tots for dinner. The biscuit buns were great, I actually think I would've enjoyed them alone with butter and jelly more than I did on the sandwich. The chicken was hard to chew and not very spicy. The French fries were nothing to write home about but the tarot-tots were great! They're homemade and much better than the boring steak fries. The fried pickles were good, large portion so easy to share with a group of 5-6! Overall just an ok experience, I'd probably pick a different place next time to get the real honky-Tonk Nashville vibes."
HRSea4LL439hUyEx6jkOJw,V6I6pI4UymetX7mWOe_l8w,kjhIbW8NKRvXmLDwz7lzhw,Margaritaville - Nashville,37201,36.16138,-86.777197,580,2015-05-02 17:09:29,2015,5,Summer,3.0,Started off badly when the hostess wanted to seat the two (my mom and i) of us across from the kitchen when the entire establishment was 1/3 full. I objected and we were placed in a better spot. we both ordered the fried chicken. Chicken tasty and lots of it. Could have used more gravy. Server nice and attentive.
U6wlyPFrC4RHlnz4AkuDrQ,2l5C9E-lVn0dmOMuA7WzKA,KC4Eo1S3AMA2qk8ULiLEkg,Bridgestone Arena,37203,36.1591434847,-86.7785167696,232,2014-06-12 20:21:06,2014,6,Summer,5.0,"We went to the Bridgestone Arena for the first time for the Womens Basketball Final Four Championship. We actually loved the experience. People couldn't have been nicer. All the employees were so very helpful, friendly and efficient in the job they were doing.
I realized I had lost my camera about 5 minutes after entering the premises. We immediately went to the information counter to find out what I needed to do. My camera was already sitting on the lost and found shelf! Unbelievablel!There was an  estimated 17,000 people in the arena at that time. Some one found my camera and immediately turned it in. Could hardly believe this happened in barely 10 minutes. Grateful.
I love Nashville. 
UCONN ROCKS....."
otHrXce_ynQ3PQgOWJPIOQ,7SewGeL46DU4JLzH929qSA,kjhIbW8NKRvXmLDwz7lzhw,Margaritaville - Nashville,37201,36.16138,-86.777197,580,2013-12-31 05:05:04,2013,12,Winter,3.0,"The atmosphere of the restaurant is wonderful! The service has always been up to par when I dine here. The wait is acceptable for an average dinner time, so long as Nashville isn't hosting a special event. 

The drinks are delicious, but can be light on the alcohol at times. The food, although delicious, seems pricey for the portion size. I could get a larger burger at Cheddars or even Applebee's. It seems you pay more for the ambiance of the restaurant than you do the food."
PTWn_Jd2A6IHBSj0K5Pflg,MRHkuSGZ6PaWTn8QEOJWqA,kjhIbW8NKRvXmLDwz7lzhw,Margaritaville - Nashville,37201,36.16138,-86.777197,580,2017-07-29 20:22:37,2017,7,Summer,5.0,"Five stars for her best waitress in the history of waitresses. Food was good, but what really made it was Amy. If you come to margaritaville and don't get Amy, you're missing the hell out. Funny, good person, and real Nashville treat. We were here as a bachelorette and she played along with all our dumb antics. 10/10 would recommend."
V7zsGIwijyvIfON3LiBIAQ,5KAWbKPfn1MTQdVSmPCvrQ,6p07zfmJWvytr0paqpyvbg,Layla's Honky Tonk,37203,36.1609157,-86.7781032,194,2015-06-22 17:15:54,2015,6,Summer,5.0,"Awesome!!! Walked by and heard a great band playing so we went inside. Beth Garner Band was absolutely rocking it!!! Great vibe and a lot of history, if you are in Nashville it is a must see!"
ueLPQh0bC4nYYQcI7r03FQ,j582EPqODLXo4aNewjpanA,dYYkzkiAQoOtRjdR0kcspw,Tennessee Brew Works,37203,36.1504112236,-86.7759260162,421,2016-05-08 22:44:13,2016,5,Summer,5.0,"This place ROCKS!!! As a ""non-beer"" drinker, I was less than enthusiastic to follow my beer snob husband here on our trip to Nashville.  I was WRONG!   The knowledgable staff led me in the direction of several beers that even the non-beer girl could enjoy!  My beer snob husband looked like he had died and gone to heaven! While the beer was obviously a religious experience (from the look on my husband's face), the food is what stole the show for the non-beer chick.  The burger was the best thing I've eaten in a long time and put all other burgers to shame.  I don't know what they are putting in it.. But evidently there are 5 different beers making up various components of the burger.. And the experience was enough to have me racing to book my next trip to Nashville!! A must stop on any Nashville tour!"
KsM1_J_JTnOefSf_GPf-Zg,kenp4CrgEDnfyfwfhtTGuw,dYYkzkiAQoOtRjdR0kcspw,Tennessee Brew Works,37203,36.1504112236,-86.7759260162,421,2018-12-20 19:29:48,2018,12,Winter,5.0,"Stopped here on a Wednesday night when they have a 2-for-1 draft beer deal. Every beer I tried was excellent but the Basil Ryeman was my favorite and one of the best beers I've had. My boyfriend really liked the Tennessee No. 12 Quad. Both were so good that we came back the next day to get some to take home.

All of the staff here was also wonderful. They are so knowledgeable about the beer and made great recommendations. They offered samples of beer they thought we would like.

I would come back here if we're in Nashville again, even without the 2-for-1 deal."
SfuxOKQ6f3_8KyI1aA7tMA,NK4PNsDCsN9bn72aK2ZGjg,Sh5x88Ty9NGgMvLoIKxAiQ,Ole Red,37201,36.1617128,-86.7763333,629,2019-07-29 02:38:31,2019,7,Summer,5.0,Amazingly decadent food. I know this sounds crazy but the bologna sandwich is to die for. The chef has it custom made from his own recipe and has nothing to do with Oscar Meyer. The tater tots are crazy good. And anything with the smoked chicken is super good. And the love music is phenomenal. My biggest criticism is that there is no NY location.
sdBMQO4VKl3af_Diy6cYhQ,UF8X1QUqg0-tLPaBP3pVlQ,1Rk5z7X6hi0l6YSQ-5NVEA,Marathon Music Works,37203,36.164156,-86.797431,100,2019-02-27 02:59:06,2019,2,Winter,4.0,"I recently visited from Michigan to see Clutch in concert at this venue. I found this to be a pretty good venue to see a concert. It's basically a converted warehouse in an old industrial district. There is ample street parking near the venue and we had no trouble finding a spot. 

Security was fairly thorough, but also reasonably chill. We did get to the venue on the early side (the doors typically open about an hour before the concert starts.)  They do have a coat-check, but I left mine in the car so I wouldn't have to bother with it. There is a fairly large bar in the entrance area so you have have a drink while you wait for the main area to open. You can either get a general admission ticket or you can pay a bit more to get a seat in the ""Lux Loft"", which is a raised area on the side of the stage. It has a good view as well as a separate, private bar and bathroom area. On the main floor, there are two general bar areas and the public restrooms (which have bathroom attendants...) There is also a taco stand that basically sells tacos or nachos (chicken or veggie.) The tacos were not too bad, although one of the taco stand employees was pretty rude (she seemed irritated to be working that night.)

The concert experience was not bad, but I felt they were a little heavy-handed with the smoke machine. Also, the acoustics were not the best despite them turning the volume up to 11 -  and you know there's an issue when you can barely hear Neil Fallon's vocals, since that guy's a vocal powerhouse. The security had to break up one little scuffle on the main floor, but it was resolved efficiently. All in all, it was a really enjoyable night and I would definitely see another concert here."
3NNkJzQzZTkx6KrmEMyhnQ,Vecr9Aelz8rMB8EkI1hWmg,kjhIbW8NKRvXmLDwz7lzhw,Margaritaville - Nashville,37201,36.16138,-86.777197,580,2018-11-18 14:13:07,2018,11,Winter,4.0,"Good place. Food is good, drinks are real good. Entertainment is great. Huge place gets very crowded sometimes but lots of fun."
UGS3ZoUQLHuW4KQmEsvVtg,GnmRpxL1o9MSIwTfHB3p4w,Sh5x88Ty9NGgMvLoIKxAiQ,Ole Red,37201,36.1617128,-86.7763333,629,2018-12-28 14:43:30,2018,12,Winter,1.0,"Love Blake Shelton and Nashville but this stop was a disappointment.  Started on the roof and had some ok service and an appetizer.  Then moved to main dining room. Food was sub-par, stick with beer as mixed drinks were very weak. The service not even close to the Nashville standard."
_kZoni2uPypJ_0GanMsFvw,WkqS2JbgGX7irlEIgX1ZZg,KC4Eo1S3AMA2qk8ULiLEkg,Bridgestone Arena,37203,36.1591434847,-86.7785167696,232,2019-07-08 02:53:52,2019,7,Summer,2.0,I loved the concert and the arena but won't recommend the Lexus lounge.  It was crap.
